ticket_id,emp_id,dept_id,ticket_type,category,priority,status,raised_date,resolved_date,resolution_hrs,sla_breached,reopen_count,satisfaction_score,assigned_to
TKT02790,EMP0486,DEPT04,Problem,Database,Low,Closed,2022-06-08,2022-06-08 09:48:00,9.8,No,1,3,EMP0190
TKT02791,EMP0206,DEPT09,Problem,Email,Critical,In Progress,2024-01-01,2024-01-01 03:24:00,3.4,No,0,4,EMP0423
TKT02792,EMP0152,DEPT13,Service Request,Email,Low,Closed,2021-04-10,2021-04-13 00:36:00,72.6,Yes,1,4,EMP0298
TKT02793,EMP0200,DEPT19,Bug,Network,Low,In Progress,2021-04-09,2021-04-11 07:30:00,55.5,No,1,4,EMP0086
TKT02794,EMP0462,DEPT05,Bug,Software,Medium,Resolved,2021-08-10,2021-08-10 02:36:00,2.6,No,0,4,EMP0004
TKT02795,EMP0268,DEPT03,Problem,Database,High,Closed,2021-02-10,2021-02-10 21:06:00,21.1,No,1,4,EMP0326
TKT02796,EMP0498,DEPT17,Incident,Hardware,Medium,Closed,2021-04-09,2021-04-10 17:42:00,41.7,No,0,4,EMP0461
TKT02797,EMP0216,DEPT06,Service Request,Application,Critical,Resolved,2021-08-26,2021-08-26 02:24:00,2.4,No,1,4,EMP0479
TKT02798,EMP0458,DEPT03,Bug,Email,High,Resolved,2023-05-04,2023-05-05 03:06:00,27.1,Yes,1,4,EMP0276
TKT02799,EMP0244,DEPT19,Problem,Access,Low,Resolved,2023-06-29,2023-07-02 14:00:00,86.0,Yes,0,3,EMP0268
TKT02800,EMP0240,DEPT05,Incident,Cloud,Critical,In Progress,2023-02-18,2023-02-18 01:54:00,1.9,No,0,4,EMP0052
TKT02801,EMP0165,DEPT11,Incident,Other,Medium,Closed,2021-09-11,2021-09-12 11:24:00,35.4,No,0,4,EMP0439
TKT02802,EMP0070,DEPT19,Incident,Hardware,Low,In Progress,2022-06-02,2022-06-04 22:00:00,70.0,No,0,1,EMP0335
TKT02803,EMP0370,DEPT13,Change Request,Access,Medium,Resolved,2023-08-30,2023-08-31 07:48:00,31.8,No,0,5,EMP0417
TKT02804,EMP0481,DEPT15,Incident,Network,Medium,Resolved,2021-11-10,2021-11-11 17:36:00,41.6,No,1,3,EMP0137
TKT02805,EMP0154,DEPT20,Problem,Database,Low,Closed,2022-02-25,2022-02-25 11:36:00,11.6,No,0,2,EMP0127
TKT02806,EMP0001,DEPT02,Service Request,Email,Low,Resolved,2021-01-20,2021-01-20 07:48:00,7.8,No,0,4,EMP0395
TKT02807,EMP0039,DEPT18,Problem,Application,Medium,Closed,2022-09-09,2022-09-11 17:30:00,65.5,Yes,1,3,EMP0039
TKT02808,EMP0129,DEPT19,Incident,Hardware,High,In Progress,2023-05-12,2023-05-13 04:48:00,28.8,Yes,0,4,EMP0319
TKT02809,EMP0363,DEPT18,Service Request,Email,Medium,In Progress,2021-07-26,2021-07-26 14:06:00,14.1,No,1,4,EMP0066
TKT02810,EMP0285,DEPT09,Bug,Software,Critical,Resolved,2023-12-02,2023-12-02 05:06:00,5.1,Yes,0,3,EMP0240
TKT02811,EMP0343,DEPT08,Bug,Software,Low,Resolved,2022-07-07,2022-07-07 03:06:00,3.1,No,0,5,EMP0311
TKT02812,EMP0160,DEPT14,Problem,Software,Low,Resolved,2021-10-08,2021-10-10 12:30:00,60.5,No,0,3,EMP0228
TKT02813,EMP0107,DEPT20,Service Request,Cloud,Low,Closed,2023-05-08,2023-05-10 10:24:00,58.4,No,2,4,EMP0490
TKT02814,EMP0473,DEPT20,Problem,Other,Low,Resolved,2021-08-03,2021-08-06 15:54:00,87.9,Yes,0,5,EMP0210
TKT02815,EMP0376,DEPT18,Service Request,Network,Low,Resolved,2023-11-14,2023-11-16 05:18:00,53.3,No,0,4,EMP0060
TKT02816,EMP0314,DEPT10,Service Request,Access,High,In Progress,2021-08-30,2021-08-30 19:12:00,19.2,No,0,5,EMP0236
TKT02817,EMP0305,DEPT18,Problem,Email,Critical,In Progress,2022-08-02,2022-08-02 03:54:00,3.9,No,1,5,EMP0471
TKT02818,EMP0492,DEPT01,Service Request,Access,Critical,Open,2021-08-22,2021-08-22 04:36:00,4.6,Yes,0,5,EMP0258
TKT02819,EMP0035,DEPT06,Incident,Access,Low,Closed,2021-08-06,2021-08-09 13:30:00,85.5,Yes,1,3,EMP0356
TKT02820,EMP0031,DEPT05,Service Request,Email,High,Resolved,2023-10-17,2023-10-17 05:18:00,5.3,No,1,4,EMP0057
TKT02821,EMP0387,DEPT02,Service Request,Other,Medium,In Progress,2022-02-11,2022-02-13 06:30:00,54.5,Yes,0,5,EMP0181
TKT02822,EMP0211,DEPT11,Problem,Cloud,Low,Resolved,2022-02-14,2022-02-18 08:18:00,104.3,Yes,0,5,EMP0497
TKT02823,EMP0072,DEPT02,Bug,Cloud,High,Resolved,2022-06-23,2022-06-24 08:24:00,32.4,Yes,0,5,EMP0304
TKT02824,EMP0074,DEPT20,Change Request,Database,Medium,Closed,2023-12-08,2023-12-08 13:48:00,13.8,No,0,5,EMP0215
TKT02825,EMP0247,DEPT08,Service Request,Network,Low,Resolved,2022-02-18,2022-02-20 17:06:00,65.1,No,0,4,EMP0297
TKT02826,EMP0422,DEPT18,Change Request,Database,Medium,Open,2023-01-04,2023-01-04 13:48:00,13.8,No,0,1,EMP0437
TKT02827,EMP0083,DEPT14,Service Request,Other,Low,Reopened,2023-04-20,2023-04-22 12:24:00,60.4,No,0,3,EMP0274
TKT02828,EMP0392,DEPT20,Problem,Access,High,Open,2022-08-28,2022-08-29 05:00:00,29.0,Yes,0,2,EMP0330
TKT02829,EMP0498,DEPT09,Problem,Network,Medium,Closed,2021-11-25,2021-11-25 09:42:00,9.7,No,0,3,EMP0127
TKT02830,EMP0414,DEPT17,Service Request,Database,Critical,Resolved,2021-03-22,2021-03-22 01:36:00,1.6,No,0,3,EMP0278
TKT02831,EMP0500,DEPT10,Problem,Database,Low,In Progress,2023-10-14,2023-10-14 23:06:00,23.1,No,1,2,EMP0355
TKT02832,EMP0487,DEPT05,Problem,Software,Medium,Closed,2022-03-02,2022-03-02 12:24:00,12.4,No,0,3,EMP0154
TKT02833,EMP0125,DEPT10,Service Request,Cloud,Medium,In Progress,2023-09-12,2023-09-13 16:54:00,40.9,No,0,5,EMP0180
TKT02834,EMP0201,DEPT20,Bug,Security,Medium,Closed,2022-11-09,2022-11-11 13:30:00,61.5,Yes,0,3,EMP0339
TKT02835,EMP0403,DEPT11,Service Request,Database,Medium,Resolved,2022-04-26,2022-04-26 03:30:00,3.5,No,0,3,EMP0255
TKT02836,EMP0082,DEPT20,Bug,Hardware,High,Resolved,2021-01-06,2021-01-07 11:18:00,35.3,Yes,0,4,EMP0092
TKT02837,EMP0331,DEPT17,Problem,Software,High,Resolved,2021-01-27,2021-01-27 18:42:00,18.7,No,0,5,EMP0377
TKT02838,EMP0215,DEPT18,Bug,Access,Critical,Open,2021-07-02,2021-07-02 02:48:00,2.8,No,0,3,EMP0346
TKT02839,EMP0201,DEPT03,Problem,Application,High,Resolved,2021-08-15,2021-08-15 20:06:00,20.1,No,1,3,EMP0009
TKT02840,EMP0303,DEPT03,Bug,Cloud,High,Closed,2023-10-09,2023-10-09 15:48:00,15.8,No,2,3,EMP0367
TKT02841,EMP0100,DEPT10,Bug,Other,Medium,Closed,2021-11-02,2021-11-04 20:06:00,68.1,Yes,0,3,EMP0421
TKT02842,EMP0128,DEPT12,Service Request,Email,High,Resolved,2021-07-04,2021-07-04 01:00:00,1.0,No,1,2,EMP0375
TKT02843,EMP0428,DEPT15,Bug,Other,Medium,Closed,2023-11-14,2023-11-14 22:18:00,22.3,No,0,4,EMP0078
TKT02844,EMP0180,DEPT18,Problem,Software,Medium,Closed,2021-06-03,2021-06-05 20:12:00,68.2,Yes,0,5,EMP0360
TKT02845,EMP0037,DEPT17,Service Request,Hardware,Medium,In Progress,2021-07-27,2021-07-28 13:54:00,37.9,No,0,4,EMP0201
TKT02846,EMP0116,DEPT15,Bug,Other,Medium,Resolved,2022-06-09,2022-06-11 08:36:00,56.6,Yes,0,4,EMP0193
TKT02847,EMP0494,DEPT02,Service Request,Hardware,Low,In Progress,2022-04-19,2022-04-21 23:30:00,71.5,No,0,3,EMP0189
TKT02848,EMP0486,DEPT15,Change Request,Email,Critical,Closed,2023-07-25,2023-07-25 03:12:00,3.2,No,1,4,EMP0357
TKT02849,EMP0142,DEPT03,Service Request,Application,Medium,Closed,2022-08-30,2022-08-31 18:00:00,42.0,No,0,4,EMP0489
TKT02850,EMP0072,DEPT12,Change Request,Cloud,Low,Closed,2022-06-25,2022-06-28 03:24:00,75.4,Yes,0,4,EMP0421
TKT02851,EMP0458,DEPT06,Change Request,Cloud,Medium,Closed,2023-08-09,2023-08-10 14:06:00,38.1,No,0,5,EMP0205
TKT02852,EMP0206,DEPT08,Service Request,Security,Low,In Progress,2021-04-13,2021-04-17 10:30:00,106.5,Yes,0,2,EMP0274
TKT02853,EMP0064,DEPT18,Problem,Hardware,Low,Open,2021-07-24,2021-07-25 14:42:00,38.7,No,0,5,EMP0197
TKT02854,EMP0372,DEPT13,Problem,Email,Low,Resolved,2021-12-24,2021-12-26 10:36:00,58.6,No,0,5,EMP0392
TKT02855,EMP0379,DEPT15,Problem,Database,Medium,Resolved,2021-03-22,2021-03-22 15:54:00,15.9,No,0,2,EMP0088
TKT02856,EMP0300,DEPT13,Incident,Database,Medium,Resolved,2022-08-19,2022-08-19 08:00:00,8.0,No,0,3,EMP0314
TKT02857,EMP0484,DEPT16,Change Request,Access,High,Closed,2023-01-08,2023-01-09 05:42:00,29.7,Yes,0,3,EMP0446
TKT02858,EMP0345,DEPT07,Service Request,Hardware,High,Resolved,2022-10-03,2022-10-03 09:18:00,9.3,No,0,4,EMP0182
TKT02859,EMP0078,DEPT18,Problem,Network,Medium,Resolved,2023-05-23,2023-05-23 14:24:00,14.4,No,0,2,EMP0295
TKT02860,EMP0106,DEPT06,Problem,Other,Medium,Closed,2021-08-26,2021-08-26 22:18:00,22.3,No,0,3,EMP0425
TKT02861,EMP0228,DEPT01,Service Request,Access,Medium,In Progress,2021-07-14,2021-07-16 12:06:00,60.1,Yes,0,5,EMP0049
TKT02862,EMP0073,DEPT20,Change Request,Access,High,In Progress,2021-04-04,2021-04-05 10:30:00,34.5,Yes,0,2,EMP0071
TKT02863,EMP0345,DEPT15,Service Request,Access,Low,Resolved,2021-01-20,2021-01-22 17:24:00,65.4,No,0,3,EMP0166
TKT02864,EMP0142,DEPT09,Incident,Email,Low,Resolved,2021-10-11,2021-10-12 00:06:00,24.1,No,0,4,EMP0230
TKT02865,EMP0390,DEPT13,Incident,Cloud,High,Closed,2021-12-16,2021-12-16 13:36:00,13.6,No,1,5,EMP0105
TKT02866,EMP0168,DEPT03,Service Request,Access,Medium,Resolved,2022-11-05,2022-11-05 10:06:00,10.1,No,0,3,EMP0158
TKT02867,EMP0006,DEPT20,Change Request,Cloud,Low,Closed,2023-01-03,2023-01-05 19:36:00,67.6,No,2,3,EMP0316
TKT02868,EMP0327,DEPT03,Problem,Cloud,Low,Resolved,2023-06-16,2023-06-16 09:00:00,9.0,No,0,4,EMP0260
TKT02869,EMP0061,DEPT15,Incident,Hardware,Critical,Open,2022-07-04,2022-07-04 02:18:00,2.3,No,1,4,EMP0304
TKT02870,EMP0267,DEPT16,Incident,Email,High,Open,2021-07-10,2021-07-10 14:24:00,14.4,No,1,5,EMP0290
TKT02871,EMP0160,DEPT20,Change Request,Cloud,High,In Progress,2023-02-03,2023-02-04 08:36:00,32.6,Yes,1,2,EMP0457
TKT02872,EMP0269,DEPT18,Incident,Access,Medium,In Progress,2022-12-03,2022-12-04 05:24:00,29.4,No,2,4,EMP0488
TKT02873,EMP0053,DEPT16,Incident,Email,Medium,Resolved,2022-01-10,2022-01-10 06:54:00,6.9,No,0,4,EMP0084
TKT02874,EMP0396,DEPT13,Change Request,Access,Critical,Resolved,2021-08-22,2021-08-22 02:18:00,2.3,No,0,5,EMP0176
TKT02875,EMP0322,DEPT18,Service Request,Software,Critical,Resolved,2023-04-01,2023-04-01 03:06:00,3.1,No,0,4,EMP0167
TKT02876,EMP0307,DEPT05,Problem,Other,Low,Resolved,2023-03-31,2023-04-03 03:18:00,75.3,Yes,0,4,EMP0115
TKT02877,EMP0242,DEPT20,Problem,Software,High,In Progress,2023-07-24,2023-07-24 19:48:00,19.8,No,1,2,EMP0309
TKT02878,EMP0119,DEPT19,Incident,Software,Low,Resolved,2022-07-11,2022-07-11 08:30:00,8.5,No,0,3,EMP0140
TKT02879,EMP0339,DEPT14,Problem,Hardware,Low,Resolved,2023-03-01,2023-03-04 07:24:00,79.4,Yes,1,4,EMP0344
TKT02880,EMP0225,DEPT17,Service Request,Network,High,Closed,2023-09-07,2023-09-08 11:48:00,35.8,Yes,0,1,EMP0223
TKT02881,EMP0153,DEPT16,Incident,Other,Medium,Closed,2023-05-14,2023-05-16 02:30:00,50.5,Yes,0,4,EMP0322
TKT02882,EMP0421,DEPT05,Problem,Hardware,Critical,Closed,2021-12-08,2021-12-08 02:00:00,2.0,No,2,3,EMP0326
TKT02883,EMP0064,DEPT05,Bug,Access,Low,Closed,2021-08-20,2021-08-21 16:48:00,40.8,No,0,5,EMP0005
TKT02884,EMP0278,DEPT11,Bug,Hardware,Medium,In Progress,2021-09-29,2021-09-30 23:42:00,47.7,No,0,2,EMP0392
TKT02885,EMP0381,DEPT17,Bug,Access,Critical,Open,2021-05-01,2021-05-01 05:06:00,5.1,Yes,0,4,EMP0228
TKT02886,EMP0313,DEPT19,Bug,Network,Critical,Closed,2021-11-23,2021-11-23 04:00:00,4.0,No,1,4,EMP0378
TKT02887,EMP0233,DEPT07,Bug,Cloud,Low,Resolved,2021-08-01,2021-08-02 21:54:00,45.9,No,1,3,EMP0153
TKT02888,EMP0079,DEPT16,Incident,Hardware,Medium,Resolved,2023-05-03,2023-05-03 11:54:00,11.9,No,1,2,EMP0454
TKT02889,EMP0037,DEPT02,Change Request,Security,Medium,Closed,2023-09-16,2023-09-18 23:30:00,71.5,Yes,0,5,EMP0070
TKT02890,EMP0451,DEPT18,Change Request,Cloud,Low,Resolved,2023-06-17,2023-06-18 23:24:00,47.4,No,0,3,EMP0297
TKT02891,EMP0387,DEPT11,Incident,Application,Critical,In Progress,2022-01-07,2022-01-07 01:06:00,1.1,No,0,2,EMP0442
TKT02892,EMP0467,DEPT17,Incident,Hardware,Critical,In Progress,2023-02-17,2023-02-17 04:00:00,4.0,No,0,3,EMP0312
TKT02893,EMP0369,DEPT01,Service Request,Access,Low,Open,2023-01-05,2023-01-05 09:18:00,9.3,No,0,4,EMP0012
TKT02894,EMP0175,DEPT13,Change Request,Other,Low,Closed,2021-03-01,2021-03-01 14:18:00,14.3,No,0,3,EMP0228
TKT02895,EMP0449,DEPT06,Bug,Hardware,Low,Resolved,2021-09-25,2021-09-25 12:48:00,12.8,No,0,5,EMP0138
TKT02896,EMP0140,DEPT08,Incident,Access,Critical,Closed,2023-09-17,2023-09-17 03:42:00,3.7,No,0,5,EMP0322
TKT02897,EMP0487,DEPT12,Bug,Network,Low,Closed,2023-09-27,2023-09-27 08:06:00,8.1,No,0,5,EMP0244
TKT02898,EMP0021,DEPT02,Change Request,Software,Medium,In Progress,2021-08-20,2021-08-21 22:30:00,46.5,No,0,3,EMP0074
TKT02899,EMP0196,DEPT09,Problem,Hardware,Medium,In Progress,2023-04-23,2023-04-24 02:48:00,26.8,No,0,5,EMP0392
TKT02900,EMP0430,DEPT01,Problem,Database,Medium,Resolved,2023-06-22,2023-06-23 00:42:00,24.7,No,0,4,EMP0317
TKT02901,EMP0457,DEPT12,Incident,Application,Low,Closed,2021-04-05,2021-04-06 06:12:00,30.2,No,0,5,EMP0211
TKT02902,EMP0131,DEPT13,Service Request,Database,Low,In Progress,2021-05-10,2021-05-13 22:00:00,94.0,Yes,1,4,EMP0217
TKT02903,EMP0058,DEPT13,Bug,Cloud,Critical,Closed,2022-06-20,2022-06-20 02:06:00,2.1,No,0,3,EMP0303
TKT02904,EMP0321,DEPT20,Incident,Cloud,Critical,Resolved,2022-10-06,2022-10-06 01:00:00,1.0,No,1,5,EMP0156
TKT02905,EMP0239,DEPT11,Service Request,Software,High,Resolved,2021-01-26,2021-01-26 14:12:00,14.2,No,0,4,EMP0033
TKT02906,EMP0219,DEPT15,Bug,Software,Low,Closed,2023-12-11,2023-12-15 08:42:00,104.7,Yes,0,5,EMP0392
TKT02907,EMP0300,DEPT19,Change Request,Cloud,Medium,Open,2022-04-04,2022-04-05 03:54:00,27.9,No,0,3,EMP0225
TKT02908,EMP0087,DEPT02,Problem,Hardware,Medium,Closed,2022-11-24,2022-11-24 08:30:00,8.5,No,0,5,EMP0294
TKT02909,EMP0449,DEPT01,Service Request,Email,Low,Open,2023-11-30,2023-12-04 04:00:00,100.0,Yes,0,3,EMP0317
TKT02910,EMP0364,DEPT04,Bug,Hardware,Critical,Closed,2023-12-08,2023-12-08 01:54:00,1.9,No,0,3,EMP0203
TKT02911,EMP0355,DEPT06,Incident,Application,Medium,Closed,2021-07-15,2021-07-17 04:42:00,52.7,Yes,2,4,EMP0249
TKT02912,EMP0444,DEPT09,Bug,Cloud,Low,Closed,2023-06-06,2023-06-07 09:48:00,33.8,No,0,4,EMP0012
TKT02913,EMP0407,DEPT18,Incident,Database,Critical,In Progress,2022-05-25,2022-05-25 05:06:00,5.1,Yes,0,4,EMP0288
TKT02914,EMP0250,DEPT06,Problem,Software,Critical,In Progress,2023-09-14,2023-09-14 03:24:00,3.4,No,0,4,EMP0002
TKT02915,EMP0389,DEPT11,Problem,Database,Low,Resolved,2022-12-10,2022-12-12 09:36:00,57.6,No,0,2,EMP0284
TKT02916,EMP0150,DEPT12,Bug,Cloud,Medium,Resolved,2023-02-28,2023-03-02 02:42:00,50.7,Yes,1,4,EMP0401
TKT02917,EMP0116,DEPT09,Bug,Network,Medium,Resolved,2021-11-01,2021-11-03 14:24:00,62.4,Yes,0,3,EMP0305
TKT02918,EMP0268,DEPT09,Incident,Cloud,Medium,Resolved,2021-04-22,2021-04-23 16:12:00,40.2,No,0,4,EMP0235
TKT02919,EMP0053,DEPT06,Incident,Security,Low,In Progress,2021-01-24,2021-01-26 18:00:00,66.0,No,0,3,EMP0158
TKT02920,EMP0046,DEPT17,Service Request,Application,Medium,Closed,2021-11-18,2021-11-20 16:42:00,64.7,Yes,0,3,EMP0352
TKT02921,EMP0375,DEPT13,Service Request,Security,Critical,Closed,2023-11-02,2023-11-02 01:54:00,1.9,No,0,5,EMP0349
TKT02922,EMP0309,DEPT15,Service Request,Other,Medium,Reopened,2023-08-20,2023-08-22 20:12:00,68.2,Yes,0,2,EMP0255
TKT02923,EMP0492,DEPT19,Bug,Database,Low,Resolved,2023-10-13,2023-10-14 18:42:00,42.7,No,1,4,EMP0131
TKT02924,EMP0307,DEPT13,Service Request,Network,Medium,Resolved,2021-12-05,2021-12-06 01:30:00,25.5,No,0,2,EMP0287
TKT02925,EMP0443,DEPT07,Bug,Application,Medium,In Progress,2021-06-03,2021-06-05 05:36:00,53.6,Yes,0,3,EMP0181
TKT02926,EMP0186,DEPT05,Problem,Access,High,In Progress,2023-10-04,2023-10-05 10:54:00,34.9,Yes,1,4,EMP0352
TKT02927,EMP0124,DEPT12,Change Request,Other,Medium,Resolved,2022-10-19,2022-10-20 14:42:00,38.7,No,0,4,EMP0317
TKT02928,EMP0446,DEPT20,Problem,Email,Low,Reopened,2022-05-09,2022-05-11 16:36:00,64.6,No,0,4,EMP0436
TKT02929,EMP0436,DEPT10,Bug,Security,Low,Open,2022-11-09,2022-11-12 19:54:00,91.9,Yes,2,5,EMP0293
TKT02930,EMP0341,DEPT06,Bug,Application,High,Resolved,2022-07-24,2022-07-24 17:42:00,17.7,No,0,5,EMP0146
TKT02931,EMP0254,DEPT08,Change Request,Application,Low,Open,2021-04-14,2021-04-14 14:42:00,14.7,No,0,5,EMP0208
TKT02932,EMP0429,DEPT05,Incident,Security,High,Resolved,2023-11-05,2023-11-05 01:18:00,1.3,No,0,4,EMP0142
TKT02933,EMP0360,DEPT18,Incident,Other,Low,Open,2022-04-02,2022-04-04 08:00:00,56.0,No,1,4,EMP0039
TKT02934,EMP0494,DEPT19,Incident,Network,Medium,Resolved,2023-02-15,2023-02-15 12:00:00,12.0,No,0,4,EMP0489
TKT02935,EMP0222,DEPT09,Service Request,Network,Medium,Resolved,2023-04-06,2023-04-06 10:00:00,10.0,No,1,4,EMP0261
TKT02936,EMP0216,DEPT13,Incident,Software,Critical,In Progress,2022-04-27,2022-04-27 02:54:00,2.9,No,0,4,EMP0100
TKT02937,EMP0030,DEPT08,Service Request,Hardware,Critical,In Progress,2021-06-11,2021-06-11 04:42:00,4.7,Yes,0,2,EMP0411
TKT02938,EMP0327,DEPT07,Service Request,Other,Low,Resolved,2023-07-30,2023-07-30 06:42:00,6.7,No,0,2,EMP0312
TKT02939,EMP0054,DEPT18,Incident,Database,Medium,Resolved,2023-06-29,2023-07-01 04:30:00,52.5,Yes,0,3,EMP0411
TKT02940,EMP0443,DEPT19,Incident,Database,Low,Open,2023-07-07,2023-07-11 09:18:00,105.3,Yes,1,2,EMP0259
TKT02941,EMP0395,DEPT04,Change Request,Other,Medium,Closed,2021-06-30,2021-07-02 03:12:00,51.2,Yes,1,3,EMP0434
TKT02942,EMP0144,DEPT11,Change Request,Security,Medium,Resolved,2023-10-18,2023-10-18 18:42:00,18.7,No,0,4,EMP0155
TKT02943,EMP0432,DEPT13,Service Request,Database,Critical,Resolved,2023-07-05,2023-07-05 04:00:00,4.0,No,0,1,EMP0058
TKT02944,EMP0371,DEPT06,Change Request,Database,Critical,Closed,2022-10-10,2022-10-10 04:30:00,4.5,Yes,0,4,EMP0211
TKT02945,EMP0376,DEPT09,Service Request,Hardware,Medium,Resolved,2021-09-01,2021-09-01 14:00:00,14.0,No,0,4,EMP0237
TKT02946,EMP0142,DEPT03,Bug,Application,Medium,Closed,2023-10-16,2023-10-18 23:00:00,71.0,Yes,0,3,EMP0125
TKT02947,EMP0464,DEPT11,Service Request,Application,High,Closed,2021-02-06,2021-02-07 04:54:00,28.9,Yes,1,3,EMP0148
TKT02948,EMP0129,DEPT06,Service Request,Other,High,In Progress,2021-07-30,2021-07-30 18:36:00,18.6,No,0,1,EMP0430
TKT02949,EMP0328,DEPT18,Change Request,Cloud,Low,Closed,2023-04-07,2023-04-08 06:30:00,30.5,No,0,4,EMP0235
TKT02950,EMP0261,DEPT11,Bug,Application,Medium,In Progress,2023-04-25,2023-04-26 07:24:00,31.4,No,1,4,EMP0266
TKT02951,EMP0169,DEPT16,Problem,Security,Medium,Resolved,2021-03-15,2021-03-17 19:54:00,67.9,Yes,0,4,EMP0484
TKT02952,EMP0215,DEPT06,Problem,Access,Low,Closed,2021-01-01,2021-01-04 23:18:00,95.3,Yes,1,3,EMP0323
TKT02953,EMP0342,DEPT11,Problem,Cloud,Low,Closed,2021-07-06,2021-07-09 16:06:00,88.1,Yes,1,4,EMP0176
TKT02954,EMP0429,DEPT13,Bug,Hardware,Low,Closed,2022-09-16,2022-09-17 09:42:00,33.7,No,0,4,EMP0106
TKT02955,EMP0129,DEPT06,Incident,Security,Medium,In Progress,2023-11-08,2023-11-10 13:54:00,61.9,Yes,0,1,EMP0205
TKT02956,EMP0183,DEPT19,Bug,Network,Low,Resolved,2022-02-28,2022-03-04 06:24:00,102.4,Yes,0,4,EMP0376
TKT02957,EMP0043,DEPT06,Change Request,Hardware,Low,Resolved,2023-07-24,2023-07-25 20:30:00,44.5,No,1,4,EMP0298
TKT02958,EMP0007,DEPT13,Service Request,Software,Low,Resolved,2022-11-30,2022-12-01 10:30:00,34.5,No,0,3,EMP0275
TKT02959,EMP0052,DEPT19,Service Request,Database,High,Reopened,2023-01-15,2023-01-15 04:12:00,4.2,No,1,4,EMP0414
TKT02960,EMP0366,DEPT08,Change Request,Email,High,Resolved,2021-04-22,2021-04-22 03:48:00,3.8,No,0,1,EMP0274
TKT02961,EMP0413,DEPT08,Change Request,Network,Medium,In Progress,2022-04-02,2022-04-04 04:48:00,52.8,Yes,0,3,EMP0055
TKT02962,EMP0249,DEPT11,Service Request,Cloud,Medium,In Progress,2023-07-20,2023-07-22 20:06:00,68.1,Yes,3,3,EMP0195
TKT02963,EMP0125,DEPT17,Incident,Security,Critical,Resolved,2022-11-11,2022-11-11 01:48:00,1.8,No,0,1,EMP0150
TKT02964,EMP0300,DEPT20,Incident,Network,Low,Closed,2023-08-27,2023-08-27 07:06:00,7.1,No,2,3,EMP0398
TKT02965,EMP0254,DEPT12,Incident,Software,Low,In Progress,2023-01-15,2023-01-18 08:30:00,80.5,Yes,0,4,EMP0300
TKT02966,EMP0114,DEPT04,Change Request,Security,Low,Closed,2023-07-16,2023-07-18 12:18:00,60.3,No,0,5,EMP0274
TKT02967,EMP0303,DEPT08,Service Request,Email,Low,In Progress,2021-08-22,2021-08-24 05:42:00,53.7,No,0,4,EMP0015
TKT02968,EMP0223,DEPT17,Service Request,Cloud,Medium,Resolved,2021-07-19,2021-07-21 15:06:00,63.1,Yes,2,4,EMP0136
TKT02969,EMP0341,DEPT04,Service Request,Hardware,Critical,Closed,2022-03-31,2022-03-31 05:48:00,5.8,Yes,1,5,EMP0149
TKT02970,EMP0137,DEPT18,Bug,Other,Medium,In Progress,2021-01-05,2021-01-06 07:06:00,31.1,No,1,3,EMP0162
TKT02971,EMP0054,DEPT13,Bug,Network,Medium,Resolved,2022-12-01,2022-12-02 13:06:00,37.1,No,0,3,EMP0006
TKT02972,EMP0400,DEPT12,Problem,Email,Critical,Closed,2022-12-29,2022-12-29 04:42:00,4.7,Yes,0,4,EMP0406
TKT02973,EMP0424,DEPT12,Bug,Software,Low,Resolved,2022-08-21,2022-08-23 04:18:00,52.3,No,0,4,EMP0310
TKT02974,EMP0363,DEPT01,Incident,Network,Low,Resolved,2023-12-06,2023-12-08 08:06:00,56.1,No,0,3,EMP0086
TKT02975,EMP0250,DEPT16,Incident,Access,Medium,Closed,2023-02-05,2023-02-07 23:54:00,71.9,Yes,1,4,EMP0340
TKT02976,EMP0288,DEPT17,Incident,Access,Medium,Reopened,2021-08-06,2021-08-08 16:06:00,64.1,Yes,1,3,EMP0328
TKT02977,EMP0311,DEPT09,Incident,Cloud,Low,In Progress,2021-04-04,2021-04-07 03:42:00,75.7,Yes,0,4,EMP0264
TKT02978,EMP0429,DEPT13,Problem,Hardware,Medium,Closed,2021-12-03,2021-12-04 05:48:00,29.8,No,1,4,EMP0413
TKT02979,EMP0290,DEPT18,Incident,Cloud,Medium,Open,2023-10-06,2023-10-07 20:48:00,44.8,No,1,5,EMP0202
TKT02980,EMP0193,DEPT11,Change Request,Cloud,High,Open,2021-10-15,2021-10-16 08:54:00,32.9,Yes,2,5,EMP0449
TKT02981,EMP0311,DEPT01,Change Request,Database,Medium,Resolved,2023-04-19,2023-04-21 06:00:00,54.0,Yes,0,4,EMP0006
TKT02982,EMP0266,DEPT20,Change Request,Hardware,Medium,Reopened,2021-08-08,2021-08-10 03:42:00,51.7,Yes,1,3,EMP0168
TKT02983,EMP0446,DEPT11,Bug,Database,Low,Resolved,2022-06-05,2022-06-08 04:12:00,76.2,Yes,0,4,EMP0495
TKT02984,EMP0474,DEPT16,Service Request,Security,Medium,Resolved,2022-02-06,2022-02-08 06:12:00,54.2,Yes,0,3,EMP0088
TKT02985,EMP0342,DEPT10,Problem,Email,Low,In Progress,2022-01-20,2022-01-21 03:06:00,27.1,No,0,5,EMP0061
TKT02986,EMP0196,DEPT09,Change Request,Email,Critical,Closed,2021-09-05,2021-09-05 04:42:00,4.7,Yes,0,5,EMP0428
